id,SuraID1,VerseID1,Text1,SuraID2,VerseID2,Text2,is_similar
982,26,143,"Lo! I am a faithful messenger unto you,",105,5,And made them like green crops devoured (by cattle)?,0
983,15,95,"Lo! We defend thee from the scoffers,",56,36,"And made them virgins,",0
984,16,42,Such as are steadfast and put their trust in Allah.,56,82,And make denial thereof your livelihood?,0
985,6,104,"Proofs have come unto you from your Lord, so whoso seeth, it is for his own good, and whoso is blind is blind to his own hurt. And I am not a keeper over you.",38,41,"And make mention (O Muhammad) of Our bondman Job, when he cried unto his Lord (saying): Lo! the devil doth afflict me with distress and torment.",0
986,10,49,"Say: I have no power to hurt or benefit myself, save that which Allah willeth. For every nation there is an appointed time. When their time cometh, then they cannot put it off an hour, nor hasten (it).",46,21,And make mention (O Muhammad) of the brother of A_ad when he warned his folk among the wind-curved sandhills - and verily warners came and went before and after him - saying: Serve none but Allah. Lo! I fear for you the doom of a tremendous Day.,0
987,6,111,"And though We should send down the angels unto them, and the dead should speak unto them, and We should gather against them all things in array, they would not believe unless Allah so willed. Howbeit, most of them are ignorant.",38,48,And make mention of Ishmael and Elisha and Dhu_l-Kifl. All are of the chosen.,0
988,6,108,"Revile not those unto whom they pray beside Allah lest they wrongfully revile Allah through ignorance. Thus unto every nation have We made their deed seem fair. Then unto their Lord is their return, and He will tell them what they used to do.",38,45,"And make mention of Our bondmen, Abraham, Isaac and Jacob, men of parts and vision.",0
989,26,91,And hell will appear plainly to the erring.,99,3,And man saith: What aileth her?,0
990,12,90,They said: Is it indeed thou who art Joseph? He said: I am Joseph and this is my brother. Allah hath shown us favour. Lo! he who wardeth off (evil) and endureth (findeth favour); for lo! Allah loseth not the wages of the kindly.,53,20,"And Manat, the third, the other?",0
991,17,94,And naught prevented mankind from believing when the guidance came unto them save that they said: Hath Allah sent a mortal as (His) messenger?,66,12,"And Mary, daughter of _Imran, whose body was chaste, therefor We breathed therein something of Our Spirit. And she put faith in the words of her Lord and His scriptures, and was of the obedient.",0
992,72,1,"Say (O Muhammad): It is revealed unto me that a company of the Jinn gave ear, and they said: Lo! we have heard a marvellous Quran,",66,12,"And Mary, daughter of _Imran, whose body was chaste, therefor We breathed therein something of Our Spirit. And she put faith in the words of her Lord and His scriptures, and was of the obedient.",
993,10,107,"If Allah afflicteth thee with some hurt, there is none who can remove it save Him; and if He desireth good for thee, there is none who can repel His bounty. He striketh with it whom He will of his bondmen. He is the Forgiving, the Merciful.",48,6,"And may punish the hypocritical men and the hypocritical women, and the idolatrous men and the idolatrous women, who think an evil thought concerning Allah. For them is the evil turn of fortune, and Allah is wroth against them and hath cursed them, and hath made ready for them hell, a hapless journey_s end.",0
994,20,112,"And he who hath done some good works, being a believer, he feareth not injustice nor begrudging (of his wage).",75,27,And men say: Where is the wizard (who can save him now)?,0
995,23,84,"Say: Unto Whom (belongeth) the earth and whosoever is therein, if ye have knowledge?",83,27,"And mixed with water of Tasnim,",0
996,2,145,"And even if thou broughtest unto those who have received the Scripture all kinds of portents, they would not follow thy qiblah, nor canst thou be a follower of their qiblah; nor are some of them followers of the qiblah of others. And if thou shouldst follow their desires after the knowledge which hath come unto thee, then surely wert thou of the evil-doers.",28,18,"And morning found him in the city, fearing, vigilant, when behold! he who had appealed to him the day before cried out to him for help. Moses said unto him: Lo! thou art indeed a mere hothead.",0
997,2,209,"And if ye slide back after the clear proofs have come unto you, then know that Allah is Mighty, Wise.",28,82,"And morning found those who had coveted his place but yesterday crying: Ah, welladay! Allah enlargeth the provision for whom He will of His slaves and straiteneth it (for whom He will). If Allah had not been gracious unto us He would have caused it to swallow us (also). Ah, welladay! the disbelievers never prosper.",0
998,2,164,"Lo! In the creation of the heavens and the earth, and the difference of night and day, and the ships which run upon the sea with that which is of use to men, and the water which Allah sendeth down from the sky, thereby reviving the earth after its death, and dispersing all kinds of beasts therein, and (in) the ordinance of the winds, and the clouds obedient between heaven and earth: are signs (of Allah_s Sovereignty) for people who have sense.",28,37,"And Moses said: My Lord is Best Aware of him who bringeth guidance from His presence, and whose will be the sequel of the Home (of bliss). Lo! wrong-doers will not be successful.",0
999,6,116,"(O Muhammad!) If you obey the majority of those who live on earth, they will lead you away from Allah's path. They only follow idle fancies, indulging in conjecture.",12,103,"And most of the people, howsoever you might so desire, are not going to believe.",1
1000,30,30,"(O Prophet and his followers), turn your face singlemindedly to the true Faith and adhere to the true nature on which Allah has created human beings. The mould fashioned by Allah cannot be altered. That is the True, Straight Faith, although most people do not know.",12,103,"And most of the people, howsoever you might so desire, are not going to believe.",1
1001,34,28,"(O Prophet), We have not sent you forth but as a herald of good news and a warner for all mankind. But most people do not know.",12,103,"And most of the people, howsoever you might so desire, are not going to believe.",1
1002,11,17,"Can it happen that he who takes his stand on a clear evidence from his Lord, subsequently followed by a witness from Him (in his support), and prior to that the Book of Moses was revealed as a guide and a mercy, (would even he deny the truth in the manner of those who adore the life of this world)? Rather, such men are bound to believe in it. The Fire shall be the promised resort of the groups that disbelieve. So be in no doubt about it for this indeed is the truth from your Lord although most people do not believe.",12,103,"And most of the people, howsoever you might so desire, are not going to believe.",1
1003,23,78,It is He Who has endowed you with the faculties of hearing and sight and has given you hearts (to think). Scarcely do you give thanks.,12,103,"And most of the people, howsoever you might so desire, are not going to believe.",1
1004,26,5,Never does there come to them an admonition from the Merciful Lord but they turn away from it.,12,103,"And most of the people, howsoever you might so desire, are not going to believe.",1
1005,12,40,"Those whom you serve beside Him are merely idle names that you and your fathers have fabricated, without Allah sending down any sanction for them. All authority to govern rests only with Allah. He has commanded that you serve none but Him. This is the Right Way of life, though most people are altogether unaware.",12,103,"And most of the people, howsoever you might so desire, are not going to believe.",1
1006,11,11,Save those who persevere and do good works. Theirs will be forgiveness and a great reward.,48,19,"And much booty that they will capture. Allah is ever Mighty, Wise.",0
1007,25,32,And those who disbelieve say: Why is the Quran not revealed unto him all at once? (It is revealed) thus that We may strengthen thy heart therewith; and We have arranged it in right order.,89,12,And multiplied iniquity therein?,0
1008,26,77,"They are all enemies to me; all, except the Lord of the Universe",10,71,"And narrate to them the story of Noah when he said to his people: 'My people! If my living in your midst and my effort to shake you out of heedlessness by reciting to you the revelations of Allah offend you, then remember that I have put all my trust in Allah. So draw up your plan in concert with those whom you associate with Allah in His divinity, leaving no part of it obscure, and then put it into effect against me, and give me no respite.",1
1009,20,106,"And leave it as an empty plain,",75,21,And neglect the Hereafter.,0
1010,8,54,"(Their way is) as the way of Pharaoh_s folk and those before them; they denied the revelations of their Lord, so We destroyed them in their sins. And We drowned the folk of Pharaoh. All were evil-doers.",43,7,And never came there unto them a prophet but they used to mock him.,0
1011,2,186,"And when My servants question thee concerning Me, then surely I am nigh. I answer the prayer of the suppliant when he crieth unto Me. So let them hear My call and let them trust in Me, in order that they may be led aright.",28,59,"And never did thy Lord destroy the townships, till He had raised up in their mother(-town) a messenger reciting unto them Our revelations. And never did We destroy the townships unless the folk thereof were evil-doers.",0
1012,23,101,"And then no sooner the Trumpet is blown than there will remain no kinship among them that Day, nor will they ask one another.",70,10,and no bosom friend will enquire about any of his bosom friends,1
1013,44,41,"the Day when a friend shall be of no avail to his friend nor shall they be helped,",70,10,and no bosom friend will enquire about any of his bosom friends,1
1014,29,12,The unbelievers say to the believers: _Follow our way and we will carry the burden of your sins.ù (They say so even though) they are not going to carry any part of their sins. Surely they are lying.,70,10,and no bosom friend will enquire about any of his bosom friends,1
1015,4,67,"And then We should bestow upon them from Our presence an immense reward,",35,18,"And no burdened soul can bear another_s burden, and if one heavy laden crieth for (help with) his load, naught of it will be lifted even though he (unto whom he crieth) be of kin. Thou warnest only those who fear their Lord in secret, and have established worship. He who groweth (in goodness), groweth only for himself, (he cannot by his merit redeem others). Unto Allah is the journeying.",0
1016,19,17,And had chosen seclusion from them. Then We sent unto her Our Spirit and it assumed for her the likeness of a perfect man.,70,10,And no familiar friend will ask a question of his friend,0
1017,19,77,Hast thou seen him who disbelieveth in Our revelations and saith: Assuredly I shall be given wealth and children?,71,26,And Noah said: My Lord! Leave not one of the disbelievers in the land.,0
1018,5,76,"Say: Serve ye in place of Allah that which possesseth for you neither hurt nor use? Allah it is Who is the Hearer, the Knower.",37,75,"And Noah verily prayed unto Us, and gracious was the Hearer of his prayer",0
1019,26,27,(Pharaoh) said: Lo! your messenger who hath been sent unto you is indeed a madman!,92,19,"And none hath with him any favour for reward,",0
1020,19,2,A mention of the mercy of thy Lord unto His servant Zachariah.,69,47,And not one of you could have held Us off from him.,0
1021,10,9,"Lo! those who believe and do good works, their Lord guideth them by their faith. Rivers will flow beneath them in the Gardens of Delight,",45,18,"And now have We set thee (O Muhammad) on a clear road of (Our) commandment; so follow it, and follow not the whims of those who know not.",0
1022,9,2,"Travel freely in the land four months, and know that ye cannot escape Allah and that Allah will confound the disbelievers (in His Guidance).",43,30,"And now that the Truth hath come unto them they say: This is mere magic, and lo! we are disbelievers therein.",0
1023,2,178,"O ye who believe! Retaliation is prescribed for you in the matter of the murdered; the freeman for the freeman, and the slave for the slave, and the female for the female. And for him who is forgiven somewhat by his (injured) brother, prosecution according to usage and payment unto him in kindness. This is an alleviation and a mercy from your Lord. He who transgresseth after this will have a painful doom.",28,51,"And now verily We have caused the Word to reach them, that haply they may give heed.",0
1024,2,48,And guard yourselves against the Day when no one shall avail anyone anything; nor shall intercession be accepted from anyone; nor shall anyone be acquitted for any (amount of) ransom; nor shall the guilty ones be helped from any quarter.,26,100,"and now we have none to intercede on our behalf,",1
1025,19,87,On that Day none will have the power to intercede for them except those who received a sanction from the Most Compassionate Lord.,26,100,"and now we have none to intercede on our behalf,",1
1026,29,27,"and We bestowed upon him (offspring like) Isaac and Jacob, and bestowed prophethood and the Book on his descendants and granted him his reward in this world; he will certainly be among the righteous in the Hereafter.",53,37,"and of Abraham, who lived up to the trust?",1
1027,4,125,"And whose way of life could be better than that of he who submits his whole being to Allah, does good, and follows exclusively the way of Abraham whom Allah took for a friend?",53,37,"and of Abraham, who lived up to the trust?",1
1028,2,124,"Recall to mind that when his Lord put Abraham to test in certain things and he fulfilled all of them, He said, ""I am going to make you the leader of mankind."" Abraham humbly asked, ""Does this promise apply to my descendants also?"" He replied, ""My promise does not apply to the transgressors.""",53,37,"and of Abraham, who lived up to the trust?",1
1029,87,19,the Scrolls of Abraham and Moses.,53,37,"and of Abraham, who lived up to the trust?",1
1030,37,105,you have indeed fulfilled your dream. Thus do We reward the good-doers.ù,53,37,"and of Abraham, who lived up to the trust?",1
1031,92,3,and by Him Who created the male and the female:,51,49,And of everything We have created pairs; perhaps you will take heed.,1
1032,50,7,"and We have spread out the earth, and have set upon it firm mountains, and have caused it to bring out plants of all beauteous kinds?",51,49,And of everything We have created pairs; perhaps you will take heed.,1
1033,36,36,"Holy is He Who created all things in pairs, whether it be of what the earth produces, and of themselves, and of what they do not know.",51,49,And of everything We have created pairs; perhaps you will take heed.,1
1034,7,185,"Have they not considered the dominion of the heavens and the earth, and what things Allah hath created, and that it may be that their own term draweth nigh? In what fact after this will they believe?",41,39,"And of His portents (is this): that thou seest the earth lowly, but when We send down water thereon it thrilleth and groweth. Lo! He Who quickeneth it is verily the Quickener of the Dead. Lo! He is Able to do all things.",0
1035,7,183,I give them rein (for) lo! My scheme is strong.,41,37,"And of His portents are the night and the day and the sun and the moon. Do not prostrate to the sun or the moon; but prostrate to Allah Who created them, if it is in truth Him Whom ye worship.",0
1036,8,26,"And remember, when ye were few and reckoned feeble in the land, and were in fear lest men should extirpate you, how He gave you refuge, and strengthened you with His help, and made provision of good things for you, that haply ye might be thankful.",42,32,"And of His portents are the ships, like banners on the sea;",0
1037,8,23,"Had Allah known of any good in them He would have made them hear, but had He made them hear they would have turned away, averse.",42,29,"And of His portents is the creation of the heaven and the earth, and of whatever beasts He hath dispersed therein. And He is Able to gather them when He will.",0
1038,22,18,"Have you not seen that all those who are in the heavens and all those who are in the earth prostrate themselves before Allah; and so do the sun and the moon, and the stars and the mountains, and the trees, and the beasts, and so do many human beings, and even many of those who are condemned to chastisement? And he whom Allah humiliates, none can give him honour. Allah does whatever He wills.",41,37,"And of His Signs are the night and the day, and the sun and the moon. Do not prostrate yourselves before the sun, nor before the moon, but prostrate yourselves before Allah Who created them, if it is Him that you serve.",1
1039,13,2,"It is Allah Who has raised the heavens without any supports that you could see, and then He established Himself on the Throne (of Dominion). And He it is Who has made the sun and the moon subservient (to a law), each running its course till an appointed term. He governs the entire order of the universe and clearly explains the signs that you may be firmly convinced about meeting your Lord.",41,37,"And of His Signs are the night and the day, and the sun and the moon. Do not prostrate yourselves before the sun, nor before the moon, but prostrate yourselves before Allah Who created them, if it is Him that you serve.",1
1040,27,25,that they would prostrate themselves before Allah Who brings to light all that is hidden in the heavens and the earth and knows all that you conceal and all that you reveal.,41,37,"And of His Signs are the night and the day, and the sun and the moon. Do not prostrate yourselves before the sun, nor before the moon, but prostrate yourselves before Allah Who created them, if it is Him that you serve.",1
1041,80,22,"and then, whenever He wishes, He will raise him back to life.",30,20,"And of His Signs is that He created you from dust and behold, you became human beings, and are multiplying around (the earth).",1
1042,23,12,"We created man out of the extract of clay,",30,20,"And of His Signs is that He created you from dust and behold, you became human beings, and are multiplying around (the earth).",1
1043,78,8,"and created you in pairs (as men and women),",30,21,And of His Signs is that He has created mates for you from your own kind that you may find peace in them and He has set between you love and mercy. Surely there are Signs in this for those who reflect.,1
1044,7,189,"It is He - Allah -Who created you from a single being, and out of it He made its mate, that he may find comfort in her. And when he covers her, she bears a light burden and goes about with it. Then, when she grows heavy, they pray to their Lord: 'If You bestow upon us a healthy child, we will surely give thanks.'",30,21,And of His Signs is that He has created mates for you from your own kind that you may find peace in them and He has set between you love and mercy. Surely there are Signs in this for those who reflect.,1
1045,7,57,"And it is He Who sends forth winds as glad tidings in advance of His Mercy, and when they have carried a heavy-laden cloud We drive it to a dead land, then We send down rain from it and bring forth therwith fruits of every kind. In this manner do We raise the dead that you may take heed.",30,46,"And of His Signs is that He sends winds to herald good tidings and that He may give you a taste of His Mercy, and that ships may sail at His bidding, and you may seek His Bounty and give thanks to Him.",1
1046,39,68,"And the Trumpet shall be blown and all who are in the heavens and the earth shall fall down dead save those whom Allah wills. Then the Trumpet shall be blown again, and lo! all of them will be standing and looking on.",30,25,And of His Signs is that the sky and the earth stand firm by His command. Then no sooner than He summons you out of the earth you will come forth.,1
1047,35,41,"Surely Allah holds the heavens and the earth, lest they should be displaced there, for if they were displaced none would be able to hold them after Him. Surely He is Most Forbearing, Most Forgiving.",30,25,And of His Signs is that the sky and the earth stand firm by His command. Then no sooner than He summons you out of the earth you will come forth.,1
1048,22,7,(all of which shows that) the Hour shall surely come to pass - in this there is no doubt - and Allah shall surely resurrect those that are in graves.,41,39,"And of His Signs is that you see the earth withered, then We send down water upon it, and lo! it quivers and swells. Surely He Who gives life to the dead earth will also give life to the dead. Surely He has power over everything.",1
1049,50,11,all this as sustenance for Our servants. And thus We do bring the dead land back to life with water. Such shall be the coming forth (of human beings from the earth).,41,39,"And of His Signs is that you see the earth withered, then We send down water upon it, and lo! it quivers and swells. Surely He Who gives life to the dead earth will also give life to the dead. Surely He has power over everything.",1
1050,35,28,"and human beings too, and beasts, and cattle -- diverse are their hues. From among His servants, it is only those who know that fear Allah. Verily Allah is Most Mighty, Most Forgiving.",30,22,And of His Signs is the creation of the heavens and the earth and the diversity of your tongues and colours. Indeed there are Signs in this for the wise.,1
1051,3,20,"And if they argue with thee, (O Muhammad), say: I have surrendered my purpose to Allah and (so have) those who follow me. And say unto those who have received the Scripture and those who read not: Have ye (too) surrendered? If they surrender, then truly they are rightly guided, and if they turn away, then it is thy duty only to convey the message (unto them). Allah is Seer of (His) bondmen.",30,22,"And of His signs is the creation of the heavens and the earth, and the difference of your languages and colours. Lo! herein indeed are portents for men of knowledge.",0
1052,3,19,"Lo! religion with Allah (is) the Surrender (to His Will and Guidance). Those who (formerly) received the Scripture differed only after knowledge came unto them, through transgression among themselves. Whoso disbelieveth the revelations of Allah (will find that) lo! Allah is swift at reckoning.",30,21,"And of His signs is this: He created for you helpmeets from yourselves that ye might find rest in them, and He ordained between you love and mercy. Lo! herein indeed are portents for folk who reflect.",0
1053,3,18,"Allah (Himself) is Witness that there is no Allah save Him. And the angels and the men of learning (too are witness). Maintaining His creation in justice, there is no Allah save Him the Almighty, the Wise.",30,20,"And of His signs is this: He created you of dust, and behold you human beings, ranging widely!",0
1054,3,44,"This is of the tidings of things hidden. We reveal it unto thee (Muhammad). Thou wast not present with them when they threw their pens (to know) which of them should be the guardian of Mary, nor wast thou present with them when they quarrelled (thereupon).",30,46,"And of His signs is this: He sendeth herald winds to make you taste His mercy, and that the ships may sail at His command, and that ye may seek his favour, and that haply ye may be thankful.",0
1055,3,22,Those are they whose works have failed in the world and the Hereafter; and they have no helpers.,30,24,"And of His signs is this: He showeth you the lightning for a fear and for a hope, and sendeth down water from the sky, and thereby quickeneth the earth after her death. Lo! herein indeed are portents for folk who understand.",0
1056,3,23,"Hast thou not seen how those who have received a portion of the Scripture invoke the Scripture of Allah (in their disputes) that it may judge between them; then a faction of them turn away, being opposed (to it)?",30,25,"And of His signs is this: The heavens and the earth stand fast by His command, and afterward, when He calleth you, lo! from the earth ye will emerge.",0
1057,3,21,"Lo! those who disbelieve the revelations of Allah, and slay the prophets wrongfully, and slay those of mankind who enjoin equity: promise them a painful doom.",30,23,"And of His signs is your slumber by night and by day, and your seeking of His bounty. Lo! herein indeed are portents for folk who heed.",0
1058,3,64,"Say: O People of the Scripture! Come to an agreement between us and you: that we shall worship none but Allah, and that we shall ascribe no partner unto Him, and that none of us shall take others for lords beside Allah. And if they turn away, then say: Bear witness that we are they who have surrendered (unto Him).",31,6,"And of mankind is he who payeth for mere pastime of discourse, that he may mislead from Allah_s way without knowledge, and maketh it the butt of mockery. For such there is a shameful doom.",0
1059,4,77,"Hast thou not seen those unto whom it was said: Withhold your hands, establish worship and pay the poordue, but when fighting was prescribed for them behold! a party of them fear mankind even as their fear of Allah or with greater fear, and say: Our Lord! Why hast Thou ordained fighting for us? If only Thou wouldst give us respite yet a while! Say (unto them, O Muhammad): The comfort of this world is scant; the Hereafter will be better for him who wardeth off (evil); and ye will not be wronged the down upon a date-stone.",35,28,"And of men and beasts and cattle, in like manner, divers hues? The erudite among His bondmen fear Allah alone. Lo! Allah is Mighty, Forgiving.",0
1060,59,10,"(And it also belongs to) those who came after them, and who pray: _Lord, forgive us and our brethren who have preceded us in faith, and do not put in our hearts any rancour towards those who believe. Lord, You are the Most Tender, the Most Compassionate.ù",9,100,"And of those who led the way - the first of the Emigrants (Muhajirun) and the Helpers (Ansar), and those who followed them in the best possible manner - Allah is well-pleased with them and they are well-pleased with Allah. He has prepared for them Gardens beneath which rivers flow; therein they will abide forever. That is the supreme triumph.",1
1061,22,74,"They measure not Allah His rightful measure. Lo! Allah is Strong, Almighty.",80,29,And olive-trees and palm-trees,0
1062,34,40,And on the Day when He will muster them all and will ask the angels: _Are they the ones who worshipped you?ù,25,17,"And on that Day (your Lord will gather these people together as well as their deities, whom they worship besides AIlah. Then He will ask them, ""Did you mislead these servants of Mine, or did they themselves go astray?""",1
1063,21,96,"until Gog and Magog are let loose, and begin swooping from every mound,",18,99,"And on that Day We shall let some of them surge like waves against others, and the Trumpet shall be blown. Then We shall gather them all together.",1
1064,2,11,"Whenever it is said to them, ""Spread not disorder on the earth"", their reply is, ""We only seek to put things aright"".",18,99,"And on that Day We shall let some of them surge like waves against others, and the Trumpet shall be blown. Then We shall gather them all together.",0
1065,7,46,Between them is a veil. And on the Heights are men who know them all by their marks. And they call unto the dwellers of the Garden: Peace be unto you! They enter it not although they hope (to enter).,39,60,And on the Day of Resurrection thou (Muhammad) seest those who lied concerning Allah with their faces blackened. Is not the home of the scorners in hell?,0
1066,2,201,"And of them (also) is he who saith: &quot;Our Lord! Give unto us in the world that which is good and in the Hereafter that which is good, and guard us from the doom of Fire.&quot;",28,74,And on the Day when He shall call unto them and say: Where are My partners whom ye pretended?,0
1067,11,107,"They shall abide in it as long as the heavens and the earth endure, unless your Lord may will otherwise. Surely your Lord does whatsoever He wills.",6,128,"And on the Day when He shall muster them all together, He will say (to the jinn): 'O assembly of the jinn, you have seduced a good many of mankind.' And their companions from among the humans will say: 'Our Lord! We did indeed benefit from one another and now have reached the term which You had set for us.' Thereupon Allah will say: 'The Fire is now your abode, and therein you shall abide.' Only those whom Allah wills shall escape the Fire. Surely your Lord is All-Wise, All-Knowing.",1
1068,2,192,"But if they desist, then lo! Allah is Forgiving, Merciful.",28,65,And on the Day when He will call unto them and say: What answer gave ye to the messengers?,0
1069,4,35,"And if ye fear a breach between them twain (the man and wife), appoint an arbiter from his folk and an arbiter from her folk. If they desire amendment Allah will make them of one mind. Lo! Allah is ever Knower, Aware.",34,40,"And on the day when He will gather them all together, He will say unto the angels: Did these worship you?",0
1070,3,53,Our Lord! We believe in that which Thou hast revealed and we follow him whom Thou hast sent. Enrol us among those who witness (to the truth).,30,55,And on the day when the Hour riseth the guilty will vow that they did tarry but an hour - thus were they ever deceived.,0
1071,10,48,"And they say: When will this promise be fulfilled, if ye are truthful?",46,20,"And on the day when those who disbelieve are exposed to the Fire (it will be said): Ye squandered your good things in the life of the world and sought comfort therein. Now this day ye are rewarded with the doom of ignominy because ye were disdainful in the land without a right, and because ye used to transgress.",0
1072,10,62,"Lo! verily the friends of Allah are (those) on whom fear (cometh) not, nor do they grieve?",46,34,"And on the day when those who disbelieve are exposed to the Fire (they will be asked): Is not this real? They will say: Yea, by our Lord. He will say: Then taste the doom for that ye disbelieved.",0
1073,6,94,"(And Allah will say): 'Now you have come to Us all alone even as We had created you in the first instance, and you have left behind all that We had bestowed upon you in the world. We do not see with you your intercessors whom you imagined to have a share with Allah in your affairs. You have now been cut off from one another and all those whom you imagined (to be Allah's associates in your affairs) have failed you.'",6,22,"And on the Day when We shall gather them all together, We shall ask those who associated others with -Allah in His divinity: 'Where, now, are your partners whom you imagined (to have a share in the divinity of Allah)?'",1
1074,6,99,"And it is He Who has sent down water from the heavens, and thereby We have brought vegetation of every kind, and out of this We have brought forth green foliage and then from it close-packed ears of corn, and out of the palm-tree from the sheath of it - thick clustered dates, hanging down with heaviness, and gardens of vines, and the olive tree, and the pomegranate - all resembling one another and yet so different. Behold their fruit when they bear fruit and ripen! Surely, in all this there are signs for those who believe.",13,4,"And on the earth there are many tracts of land neighbouring each other. There are on it vineyards, and sown fields, and date palms: some growing in clusters from one root, some standing alone. They are irrigated by the same water, and yet We make some excel others in taste. Surely there are signs in these for a people who use their reason.",1
1075,35,27,"Do you not see that Allah sent down water from the sky with which We brought forth fruits of diverse hues? In the mountains there are white and red, of diverse hues, and pitchy black;",13,4,"And on the earth there are many tracts of land neighbouring each other. There are on it vineyards, and sown fields, and date palms: some growing in clusters from one root, some standing alone. They are irrigated by the same water, and yet We make some excel others in taste. Surely there are signs in these for a people who use their reason.",1
1076,6,54,"And when those who believe in Our signs come to you, say to them: 'Peace be upon you. Your Lord has made mercy incumbent upon Himself so that if anyone of you does a bad deed out of ignorance and thereafter repents and makes amends, surely you will find Him All-Forgiving, AllCompassionate.'",7,156,"And ordain for us what is good in this world and in the World to Come for to You have we turned.'He replied: 'I afflict whomsoever I wish with My chastisement. As for My mercy, it encompasses everything. will show mercy to those who abstain from evil, pay Zakat and have faith in Our signs.'",1
1077,7,56,"Anddo not make mischief in the earth after it has been set in order, and call upon Him with fear and longing. Surely Allah's mercy is close to those who do good.",7,156,"And ordain for us what is good in this world and in the World to Come for to You have we turned.'He replied: 'I afflict whomsoever I wish with My chastisement. As for My mercy, it encompasses everything. will show mercy to those who abstain from evil, pay Zakat and have faith in Our signs.'",1
1078,9,7,"How can there be a treaty with Allah and with His messenger for the idolaters save those with whom ye made a treaty at the Inviolable Place of Worship? So long as they are true to you, be true to them. Lo! Allah loveth those who keep their duty.",43,35,And ornaments of gold. Yet all that would have been but a provision of the life of the world. And the Hereafter with your Lord would have been for those who keep from evil.,0
1079,11,13,"Or they say: He hath invented it. Say: Then bring ten surahs, the like thereof, invented, and call on everyone ye can beside Allah, if ye are truthful!",48,21,"And other (gain), which ye have not been able to achieve, Allah will compass it, Allah is Able to do all things.",0
1080,6,121,"And eat not of that whereon Allah_s name hath not been mentioned, for lo! it is abomination. Lo! the devils do inspire their minions to dispute with you. But if ye obey them, ye will be in truth idolaters.",38,58,And other (torment) of the kind in pairs (the two extremes)!,0
1081,23,7,"But whoso craveth beyond that, such are transgressors -",80,40,"And other faces, on that day, with dust upon them,",0
1082,6,101,"The Originator of the heavens and the earth! How can He have a child, when there is for Him no consort, when He created all things and is Aware of all things?",38,38,"And others linked together in chains,",0
1083,14,49,On that Day you shall see the guilty ones secured in chains;,38,38,and others that were bound with chains.,1
1084,14,28,"Hast thou not seen those who gave the grace of Allah in exchange for thanklessness and led their people down to the Abode of Loss,",54,50,"And Our commandment is but one (commandment), as the twinkling of an eye.",0
1085,4,111,"Whoso committeth sin committeth it only against himself. Allah is ever Knower, Wise.",36,17,And our duty is but plain conveyance (of the message).,0
1086,5,18,"The Jews and Christians say: We are sons of Allah and His loved ones. Say: Why then doth He chastise you for your sins? Nay, ye are but mortals of His creating. He forgiveth whom He will, and chastiseth whom He will. Allah_s is the Sovereignty of the heavens and the earth and all that is between them, and unto Him is the journeying.",37,17,And our forefathers?,0
1087,25,20,We never sent before thee any messengers but lo! they verily ate food and walked in the markets. And We have appointed some of you a test for others: Will ye be steadfast? And thy Lord is ever Seer.,88,26,And Ours their reckoning.,0
1088,2,55,"Remember when you said, ""O Moses, we are not going to believe you until we see with our own eyes Allah (talking to you)"". At that very time a thunderbolt struck you while you were looking on and you fell lifeless.",7,155,"And out of his people Moses singled out seventy men for Our appointment. Then, when violent shaking seized them, he addressed his Lord: 'Had You willed, O my Lord, You could have destroyed them and me long ago. Will You destroy us for what the fools amongst us did? That was nothing but a trial from You whereby You mislead whom You will and guide whom You will. You alone are our guardian. Forgive us, then, and have mercy upon us. You are the best of those who forgive.",1
1089,6,99,"And it is He Who has sent down water from the heavens, and thereby We have brought vegetation of every kind, and out of this We have brought forth green foliage and then from it close-packed ears of corn, and out of the palm-tree from the sheath of it - thick clustered dates, hanging down with heaviness, and gardens of vines, and the olive tree, and the pomegranate - all resembling one another and yet so different. Behold their fruit when they bear fruit and ripen! Surely, in all this there are signs for those who believe.",16,67,And out of the fruits of date-palms and grapes you derive intoxicants as well as wholesome sustenance. Surely there is a sign for those who use reason.,1
1090,6,62,"Then are they restored unto Allah, their Lord, the Just. Surely His is the judgment. And He is the most swift of reckoners.",37,181,And peace be unto those sent (to warn).,0
1091,18,74,"So they twain journeyed on till, when they met a lad, he slew him. (Moses) said: What! Hast thou slain an innocent soul who hath slain no man? Verily thou hast done a horrid thing.",69,9,"And Pharaoh and those before him, and the communities that were destroyed, brought error,",0
1092,9,23,"O ye who believe! Choose not your fathers nor your brethren for friends if they take pleasure in disbelief rather than faith. Whoso of you taketh them for friends, such are wrong-doers.",43,51,And Pharaoh caused a proclamation to be made among his people saying: O my people! Is not mine the sovereignty of Egypt and these rivers flowing under me? Can ye not then discern?,0
1093,2,165,"Yet of mankind are some who take unto themselves (objects of worship which they set as) rivals to Allah, loving them with a love like (that which is the due) of Allah (only) - those who believe are stauncher in their love for Allah - Oh, that those who do evil had but known, (on the day) when they behold the doom, that power belongeth wholly to Allah, and that Allah is severe in punishment!",28,38,"And Pharaoh said: O chiefs! I know not that ye have a god other than me, so kindle for me (a fire), O Haman, to bake the mud; and set up for me a lofty tower in order that I may survey the god of Moses; and lo! I deem him of the liars.",0
1094,7,97,Are the people of the townships then secure from the coming of Our wrath upon them as a night-raid while they sleep?,40,36,"And Pharaoh said: O Haman! Build for me a tower that haply I may reach the roads,",0
