id,SuraID1,VerseID1,Text1,SuraID2,VerseID2,Text2,common,is_similar
2736,9,123,Believers! Fight against the unbelievers who live around you; and let them find in you sternness. Know that Allah is with the God-fearing.,5,54,"Believers! If any of you should ever turn away from your faith, remember that Allah will raise up a people whom He loves, and who love Him; a people humble towards the believers, and firm towards the unbelievers; who will strive hard in the way of Allah and will not fear the reproach of the reproacher. This is the favour of Allah which He grants to whom He wills. Allah is vast in resources, All-Knowing.",3,1
2739,9,125,"But those whose hearts are affected with the disease (of hypocrisy), every new surah added a fresh abomination to their abomination. They remained unbelievers till their death.",17,82,What We are sending down in the course of revealing the Qur'an is a healing and a grace for those who have faith; but it adds only to the ruin of the wrong-doers.,1,1
2742,9,127,"And whenever a surah is revealed, they glance at each other as though saying: ""Is anyone watching?"" Then they slip away. Allah has turned away their hearts for they are a people who are bereft of understanding.",70,36,But what is the matter with the unbelievers who are hurrying towards you,0,1
2743,9,127,"And whenever a surah is revealed, they glance at each other as though saying: ""Is anyone watching?"" Then they slip away. Allah has turned away their hearts for they are a people who are bereft of understanding.",70,37,"in crowds, both on the right and on the left?",0,1
2744,9,127,"And whenever a surah is revealed, they glance at each other as though saying: ""Is anyone watching?"" Then they slip away. Allah has turned away their hearts for they are a people who are bereft of understanding.",74,49,"What is the matter with people that they are turning away from this Exhortation,",0,1
2745,9,127,"And whenever a surah is revealed, they glance at each other as though saying: ""Is anyone watching?"" Then they slip away. Allah has turned away their hearts for they are a people who are bereft of understanding.",74,50,"as though they were frightened wild asses,",0,1
2746,9,127,"And whenever a surah is revealed, they glance at each other as though saying: ""Is anyone watching?"" Then they slip away. Allah has turned away their hearts for they are a people who are bereft of understanding.",74,51,fleeing from a lion?,0,1
2750,9,128,"There has come to you a Messenger of Allah from among yourselves, who is distressed by the losses you sustain, who is ardently desirous of your welfare and is tender and merciful to those that believe.",26,216,"Then if they disobey you say to them: ""I am quit of what you do.""",0,1
2751,9,128,"There has come to you a Messenger of Allah from among yourselves, who is distressed by the losses you sustain, who is ardently desirous of your welfare and is tender and merciful to those that believe.",26,217,"And put your trust in Him Who is Immensely Mighty, Most Compassionate,",2,1
2752,9,129,"Yet, if they should turn away, then tell them: ""Allah is sufficient for me; there is no god but He. In Him I have put my trust. He is the Lord of the Mighty Throne.""",9,127,"And whenever a surah is revealed, they glance at each other as though saying: ""Is anyone watching?"" Then they slip away. Allah has turned away their hearts for they are a people who are bereft of understanding.",0,1
2753,9,129,"Yet, if they should turn away, then tell them: ""Allah is sufficient for me; there is no god but He. In Him I have put my trust. He is the Lord of the Mighty Throne.""",73,9,"He is the Lord of the East and the West; there is no god but He. So take Him alone for your Guardian,",3,1
2756,10,2,"Does it seem strange to people that We should have revealed to a man from among themselves, directing him to warn the people (who lie engrossed in heedlessness); and to give good news to the believers that they shall enjoy true honour and an exalted status with their Lord? (Is this so strange that) the deniers of the truth should say: 'This man is indeed an evident sorcerer'?",18,3,wherein they shall abide for ever;,0,1
2757,10,2,"Does it seem strange to people that We should have revealed to a man from among themselves, directing him to warn the people (who lie engrossed in heedlessness); and to give good news to the believers that they shall enjoy true honour and an exalted status with their Lord? (Is this so strange that) the deniers of the truth should say: 'This man is indeed an evident sorcerer'?",38,5,Has he made the gods one single God? This is truly astounding._—ù,1,1
2758,10,2,"Does it seem strange to people that We should have revealed to a man from among themselves, directing him to warn the people (who lie engrossed in heedlessness); and to give good news to the believers that they shall enjoy true honour and an exalted status with their Lord? (Is this so strange that) the deniers of the truth should say: 'This man is indeed an evident sorcerer'?",64,6,"This was because their Messengers would come to them with Clear Signs, but they would say: _—“Shall mortals (like ourselves) guide us to the Right Way?_—ù They rejected the Truth and turned away. Thereupon Allah became unconcerned with them, for Allah is Self-Sufficient, Innately Praiseworthy.",5,1
2759,10,3,"Surely your Lord is Allah, Who created the heavens and the earth in six days, then established Himself on the Throne (of His Dominion), governing all affairs of the universe. None may intercede with Him except after obtaining His leave. Such is Allah, your Lord; do therefore serve Him. Will you not take heed?",2,255,"Allah: the Everlasting, the Sustainer of the whole Universe; there is no god but He. He does neither slumber nor sleep. Whatsoever is in the heavens and in the earth is His. Who is there that can intercede with Him except by His own permission.? He knows what is before the people and also what is hidden from them. And they cannot comprehend anything of His knowledge save whatever He Himself pleases to reveal. His Kingdom spreads over the heavens and the earth and the guarding of these does not weary Him. He alone is the Supreme and the Exalted.",4,1
2760,10,3,"Surely your Lord is Allah, Who created the heavens and the earth in six days, then established Himself on the Throne (of His Dominion), governing all affairs of the universe. None may intercede with Him except after obtaining His leave. Such is Allah, your Lord; do therefore serve Him. Will you not take heed?",6,59,He has the keys to the realm that lies beyond the reach of human perception; none knows them but He. And He knows what is on the land and in the sea; there is not a leaf which falls that He does not know about and there is not a grain in the darkness of the earth or anything green or dry which has not been recorded in a Clear Book.,1,1
2761,10,3,"Surely your Lord is Allah, Who created the heavens and the earth in six days, then established Himself on the Throne (of His Dominion), governing all affairs of the universe. None may intercede with Him except after obtaining His leave. Such is Allah, your Lord; do therefore serve Him. Will you not take heed?",11,6,There is not a single moving creature on the earth but Allah is responsible for providing its sustenance. He knows where it dwells and where it will permanently rest. All this is recorded in a clear Book.,1,1
2762,10,3,"Surely your Lord is Allah, Who created the heavens and the earth in six days, then established Himself on the Throne (of His Dominion), governing all affairs of the universe. None may intercede with Him except after obtaining His leave. Such is Allah, your Lord; do therefore serve Him. Will you not take heed?",23,86,"Ask them: ""Who is the Lord of the seven heavens, the Lord of the Great Throne?""",4,1
2763,10,3,"Surely your Lord is Allah, Who created the heavens and the earth in six days, then established Himself on the Throne (of His Dominion), governing all affairs of the universe. None may intercede with Him except after obtaining His leave. Such is Allah, your Lord; do therefore serve Him. Will you not take heed?",23,87,"They will surely say: ""Allah."" Say: ""Will you not, then, fear (Allah)?""",0,1
2764,10,3,"Surely your Lord is Allah, Who created the heavens and the earth in six days, then established Himself on the Throne (of His Dominion), governing all affairs of the universe. None may intercede with Him except after obtaining His leave. Such is Allah, your Lord; do therefore serve Him. Will you not take heed?",34,3,"The unbelievers say: _—“How come the Hour is not coming upon us!_—ù Say to them: _—“Yes indeed, by my Lord, by Him Who fully knows the realm beyond the ken of perception, that the Hour shall inevitably come upon you. Nothing escapes Him, not even the smallest particle in the heavens or the earth; nor is anything smaller or bigger than that but is in a Manifest Book._—ù",4,1
2766,10,3,"Surely your Lord is Allah, Who created the heavens and the earth in six days, then established Himself on the Throne (of His Dominion), governing all affairs of the universe. None may intercede with Him except after obtaining His leave. Such is Allah, your Lord; do therefore serve Him. Will you not take heed?",43,87,"If you were to ask them: _—“Who created them?_—ù they will surely say: _—“Allah._—ù Whence are they, then, being led astray?",1,1
2767,10,3,"Surely your Lord is Allah, Who created the heavens and the earth in six days, then established Himself on the Throne (of His Dominion), governing all affairs of the universe. None may intercede with Him except after obtaining His leave. Such is Allah, your Lord; do therefore serve Him. Will you not take heed?",53,26,"Numerous are the angels in the heavens; yet their intercession shall be of no avail, except in regard to those whom He grants the leave of intercession and whose plea He is pleased to accept.",4,1
2770,10,4,To Him is your return. This is Allah's promise that will certainly come true. Surely it is He Who brings about the creation of all and He will repeat it so that He may justly reward those who believe and do righteous deeds; and that those who disbelieve may have a draught of boiling water and suffer a painful chastisement for their denying the truth.,38,58,and other sufferings of the kind.,0,1
2771,10,4,To Him is your return. This is Allah's promise that will certainly come true. Surely it is He Who brings about the creation of all and He will repeat it so that He may justly reward those who believe and do righteous deeds; and that those who disbelieve may have a draught of boiling water and suffer a painful chastisement for their denying the truth.,55,43,(It will be said): _—“This is the Hell that the culprits had cried lies to.,0,1
2774,10,4,To Him is your return. This is Allah's promise that will certainly come true. Surely it is He Who brings about the creation of all and He will repeat it so that He may justly reward those who believe and do righteous deeds; and that those who disbelieve may have a draught of boiling water and suffer a painful chastisement for their denying the truth.,56,43,"and a shade of thick, pitch-black smoke,",1,1
2776,10,5,"He it is Who gave the sun radiance and the moon light, and determined the stages (for the waxing and waning of the moon) that you may learn the calculation of years and the reckoning of time. Allah has created all this with a rightful purpose (rather than out of play). He expounds His signs for the people who know.",23,115,"Did you imagine that We created you without any purpose, and that you will not be brought back to Us?""",2,1
2777,10,5,"He it is Who gave the sun radiance and the moon light, and determined the stages (for the waxing and waning of the moon) that you may learn the calculation of years and the reckoning of time. Allah has created all this with a rightful purpose (rather than out of play). He expounds His signs for the people who know.",23,116,"So, exalted be Allah, the True King! There is no god but He, the Lord of the Great Throne.",1,1
2780,10,5,"He it is Who gave the sun radiance and the moon light, and determined the stages (for the waxing and waning of the moon) that you may learn the calculation of years and the reckoning of time. Allah has created all this with a rightful purpose (rather than out of play). He expounds His signs for the people who know.",38,27,We did not create this heaven and earth and all that lies between them in vain. That is the fancy of those who denied the Truth. So woe from the Fire to all who deny the Truth.,2,1
2786,10,6,Surely in the alternation of the night and the day and in all that Allah has created in the heavens and the earth there are signs for the people who seek to avoid (error of outlook and conduct).,34,9,"Do they not see how the heavens and the earth encompass them from the front and the rear? We could, if We so wished, cause the earth to swallow them or let fragments of the sky fall upon them. Verily there is a Sign in this for every servant (of Allah) who penitently turns to Him.",4,1
2788,10,10,"Their cry in it will be: 'Glory be to You, Our Lord!', and their greeting: 'Peace!'; and their cry will always end with: 'All praise be to Allah, the Lord of the universe.",6,1,"All praise is for Allah alone, Who created the heavens and the earth, and brought into being light and darkness, and yet those who have rejected the call of the Truth ascribe others to be equals to their Lord.",2,1
2790,10,10,"Their cry in it will be: 'Glory be to You, Our Lord!', and their greeting: 'Peace!'; and their cry will always end with: 'All praise be to Allah, the Lord of the universe.",13,24,Peace be upon you. You merit this reward for your steadfastness. How excellent is the ultimate abode!,1,1
2791,10,10,"Their cry in it will be: 'Glory be to You, Our Lord!', and their greeting: 'Peace!'; and their cry will always end with: 'All praise be to Allah, the Lord of the universe.",18,1,Praise be to Allah Who has revealed to His servant the Book devoid of all crookedness;,1,1
2797,10,12,"And (such is man that) when an affliction befalls him, he cries out to Us, reclining and sitting and standing. But no sooner than We have removed his affliction, he passes on as though he had never cried out to Us to remove his affliction. Thus it is that the misdeeds of the transgressors are made fair-seeming to them.",11,11,except those who are patient and act righteously. Such shall have Allah's forgiveness and a great reward.,1,1
2799,10,17,"Who, then, is a greater wrong-doer than he who forges a lie against Allah or rejects His signs as false? Surely the guilty shall not prosper.",2,255,"Allah: the Everlasting, the Sustainer of the whole Universe; there is no god but He. He does neither slumber nor sleep. Whatsoever is in the heavens and in the earth is His. Who is there that can intercede with Him except by His own permission.? He knows what is before the people and also what is hidden from them. And they cannot comprehend anything of His knowledge save whatever He Himself pleases to reveal. His Kingdom spreads over the heavens and the earth and the guarding of these does not weary Him. He alone is the Supreme and the Exalted.",0,1
2802,10,17,"Who, then, is a greater wrong-doer than he who forges a lie against Allah or rejects His signs as false? Surely the guilty shall not prosper.",103,1,By the time!,0,1
2803,10,17,"Who, then, is a greater wrong-doer than he who forges a lie against Allah or rejects His signs as false? Surely the guilty shall not prosper.",103,2,Lo! Man is in a state of loss;,0,1
2804,10,17,"Who, then, is a greater wrong-doer than he who forges a lie against Allah or rejects His signs as false? Surely the guilty shall not prosper.",103,3,"save those who have faith and do righteous deeds, and counsel each other to hold on to truth and counsel each other to be steadfast.",0,1
2805,10,19,"Once all men were but a single community; then they disagreed (and formulated different beliefs and rites). Had it not been that your Lord had already so ordained, a decisive judgement would have been made regarding their disagreements.",8,42,"And recall when you were encamped at the nearer end of the valley (of Badr) and they were at the farther end and the caravan below you (along the seaside). Had you made a mutual appointment to meet in encounter, you would have declined. But encounter was brought about so that Allah might accomplish what He had decreed, and that he who was to perish should perish through a clear proof, and who was to survive might survive through a clear proof. Surely Allah is All-Hearing, All-Knowing.",5,1
2806,10,20,"They say: 'Why was a sign not sent down upon the prophet from His Lord? Tell (such people): 'The realm of the Unseen belongs to Allah. Wait, then; I shall wait along with you.",6,7,"(O Messenger!) Had We sent down to you a book incribed on parchment, and had they even touched it with their own hands, the unbelievers would still have said: 'This is nothing but plain magic.'",3,1
2813,10,20,"They say: 'Why was a sign not sent down upon the prophet from His Lord? Tell (such people): 'The realm of the Unseen belongs to Allah. Wait, then; I shall wait along with you.",25,10,"Highly blessed is He, Who, if He wills, could give you much more and better things than what they propose for you: (Not one but) many gardens, beneath which rivers flow; and big castles:",0,1
2818,10,24,"The example of the life of this world (which has enamoured you into becoming heedless to Our signs) is that of water that We sent down from the heaven which causes the vegetation of the earth, which sustains men and cattle, to grow luxuriantly. But when the earth took on its golden raiment and became well adorned and the owners believed that they had full control over their lands Our command came upon them by night or by day, and We convened it into a stubble, as though it had not blossomed yesterday. Thus do We expound the signs for a people who reflect.",11,94,"And when Our command came to pass, We delivered Shu'ayb and those who shared his faith, through Our mercy, and the Blast seized those who were engaged in wrong-doing, so they lay lifeless in their homes",2,1
2819,10,24,"The example of the life of this world (which has enamoured you into becoming heedless to Our signs) is that of water that We sent down from the heaven which causes the vegetation of the earth, which sustains men and cattle, to grow luxuriantly. But when the earth took on its golden raiment and became well adorned and the owners believed that they had full control over their lands Our command came upon them by night or by day, and We convened it into a stubble, as though it had not blossomed yesterday. Thus do We expound the signs for a people who reflect.",11,95,"as though they had never dwelt in them before. Lo! Away with (the people of) Midian, even as the Thamud were done away with!",1,1
2824,10,27,"Those who do evil deeds, the recompense of an evil deed is its like, and humiliation shall spread over them and there will be none to protect them from Allah. Darkness will cover their faces as though they were veiled with the dark blackness of night. These are the people of the Fire and in it they shall abide.",3,107,"And those whose faces have turned bright, they will be in the mercy of Allah, and therein they shall abide.",2,1
2825,10,27,"Those who do evil deeds, the recompense of an evil deed is its like, and humiliation shall spread over them and there will be none to protect them from Allah. Darkness will cover their faces as though they were veiled with the dark blackness of night. These are the people of the Fire and in it they shall abide.",14,42,"Do not think Allah is heedless of the evil deeds in which the evil-doers are engaged. He is merely granting them respite until a Day when their eyes shall continue to stare in horror,",1,1
2827,10,27,"Those who do evil deeds, the recompense of an evil deed is its like, and humiliation shall spread over them and there will be none to protect them from Allah. Darkness will cover their faces as though they were veiled with the dark blackness of night. These are the people of the Fire and in it they shall abide.",14,44,"(O Muhammad), warn mankind of the Day when a severe chastisement shall overtake them, and the wrong-doers will say: ""Our Lord, grant us respite for a short while; we shall respond to Your call and will follow Your Messengers."" (But they will be clearly told): ""Are you not the same who swore earlier that they shall never suffer decline?""",1,1
2829,10,27,"Those who do evil deeds, the recompense of an evil deed is its like, and humiliation shall spread over them and there will be none to protect them from Allah. Darkness will cover their faces as though they were veiled with the dark blackness of night. These are the people of the Fire and in it they shall abide.",75,10,on that Day will man say: _—“Whither the refuge?_—ù,0,1
2830,10,27,"Those who do evil deeds, the recompense of an evil deed is its like, and humiliation shall spread over them and there will be none to protect them from Allah. Darkness will cover their faces as though they were veiled with the dark blackness of night. These are the people of the Fire and in it they shall abide.",75,11,"No, there is no refuge.",0,1
2831,10,27,"Those who do evil deeds, the recompense of an evil deed is its like, and humiliation shall spread over them and there will be none to protect them from Allah. Darkness will cover their faces as though they were veiled with the dark blackness of night. These are the people of the Fire and in it they shall abide.",75,12,With your Lord alone will be the retreat that Day.,0,1
2832,10,27,"Those who do evil deeds, the recompense of an evil deed is its like, and humiliation shall spread over them and there will be none to protect them from Allah. Darkness will cover their faces as though they were veiled with the dark blackness of night. These are the people of the Fire and in it they shall abide.",80,38,"Some faces on that Day shall be beaming with happiness,",1,1
2833,10,27,"Those who do evil deeds, the recompense of an evil deed is its like, and humiliation shall spread over them and there will be none to protect them from Allah. Darkness will cover their faces as though they were veiled with the dark blackness of night. These are the people of the Fire and in it they shall abide.",80,39,and be cheerful and joyous.,0,1
2836,10,27,"Those who do evil deeds, the recompense of an evil deed is its like, and humiliation shall spread over them and there will be none to protect them from Allah. Darkness will cover their faces as though they were veiled with the dark blackness of night. These are the people of the Fire and in it they shall abide.",80,42,"These will be the unbelievers, the wicked.",0,1
2845,10,29,Allah's witness suffices between you and us that (even if you worshipped us) we were totally unaware of your worshipping us.,16,36,"We raised a Messenger in every community (to tell them): ""Serve Allah and shun the Evil One."" Thereafter Allah guided some of them while others were overtaken by error. Go about the earth, then, and observe what was the end of those who rejected the Messengers, calling them liars.",2,1
2846,10,29,Allah's witness suffices between you and us that (even if you worshipped us) we were totally unaware of your worshipping us.,43,45,Ask all Our Messengers whom We sent before you whether We had appointed any deities beside the Merciful One to be worshipped.,1,1
2847,10,30,"Thereupon everyone shall taste the recompense of his past deeds. All shall be sent back to Allah, their true Lord, and then all the falsehoods they had fabricated will have forsaken them.",17,13,"We have fastened every man's omen to his neck. On the Day of Resurrection We shall produce for him his scroll in the shape of a wide open book, (saying):",1,1
2848,10,30,"Thereupon everyone shall taste the recompense of his past deeds. All shall be sent back to Allah, their true Lord, and then all the falsehoods they had fabricated will have forsaken them.",17,14,Read your scroll; this Day you suffice to take account of yourself.,1,1
2852,10,31,"Ask them: 'Who provides you with sustenance out of the heavens and the earth? Who holds mastery over your hearing and sight? Who brings forth the living from the dead and the dead from the living? Who governs all affairs of the universe?' They will surely say: 'Allah.' Tell them: 'Will you, then, not shun (going against reality)?""",55,29,"All in the heavens and the earth entreat Him for their needs; a new, mighty task engages Him each day.",2,1
2855,10,31,"Ask them: 'Who provides you with sustenance out of the heavens and the earth? Who holds mastery over your hearing and sight? Who brings forth the living from the dead and the dead from the living? Who governs all affairs of the universe?' They will surely say: 'Allah.' Tell them: 'Will you, then, not shun (going against reality)?""",80,27,"then caused the grain to grow out of it,",0,1
2856,10,31,"Ask them: 'Who provides you with sustenance out of the heavens and the earth? Who holds mastery over your hearing and sight? Who brings forth the living from the dead and the dead from the living? Who governs all affairs of the universe?' They will surely say: 'Allah.' Tell them: 'Will you, then, not shun (going against reality)?""",80,28,"together with grapes and vegetables,",0,1
2857,10,31,"Ask them: 'Who provides you with sustenance out of the heavens and the earth? Who holds mastery over your hearing and sight? Who brings forth the living from the dead and the dead from the living? Who governs all affairs of the universe?' They will surely say: 'Allah.' Tell them: 'Will you, then, not shun (going against reality)?""",80,29,"and olives and palms,",0,1
2858,10,31,"Ask them: 'Who provides you with sustenance out of the heavens and the earth? Who holds mastery over your hearing and sight? Who brings forth the living from the dead and the dead from the living? Who governs all affairs of the universe?' They will surely say: 'Allah.' Tell them: 'Will you, then, not shun (going against reality)?""",80,30,"and dense orchards,",0,1
2859,10,31,"Ask them: 'Who provides you with sustenance out of the heavens and the earth? Who holds mastery over your hearing and sight? Who brings forth the living from the dead and the dead from the living? Who governs all affairs of the universe?' They will surely say: 'Allah.' Tell them: 'Will you, then, not shun (going against reality)?""",80,31,and fruits and pastures _—–,0,1
2860,10,33,Thus the word of your Lord is fulfilled concerning the transgressors that they shall not believe.,39,71,"(After the judgement has been passed) the unbelievers shall be driven in companies to Hell so that when they arrive there, its gates shall be thrown open and its keepers shall say to them: _—“Did Messengers from among yourselves not come to you, rehearsing to you the Signs of your Lord and warning you against your meeting of this Day?_—ù They will say: _—“Yes indeed; but the sentence of chastisement was bound to be executed against the unbelievers._—ù",3,1
2861,10,35,"Ask them: 'Are there among ones whom you associate with Allah in His divinity those who can guide to the truth? Say: 'It is Allah alone Who guides to the truth.' Then, who is more worthy to be followed - He Who guides to the truth, or he who cannot find the right way unless others guide him to it? What is wrong with you? How ill do you judge!",19,42,"(And remind people) when he said to his father: ""Father! Why do you worship that which neither sees nor hears, and which can be of no avail to you?",2,1
2862,10,35,"Ask them: 'Are there among ones whom you associate with Allah in His divinity those who can guide to the truth? Say: 'It is Allah alone Who guides to the truth.' Then, who is more worthy to be followed - He Who guides to the truth, or he who cannot find the right way unless others guide him to it? What is wrong with you? How ill do you judge!",37,95,Abraham said to them: _—“Do you worship what you yourselves have carved with your own hands,2,1
2863,10,35,"Ask them: 'Are there among ones whom you associate with Allah in His divinity those who can guide to the truth? Say: 'It is Allah alone Who guides to the truth.' Then, who is more worthy to be followed - He Who guides to the truth, or he who cannot find the right way unless others guide him to it? What is wrong with you? How ill do you judge!",37,96,while it is Allah Who has created you and all that you make?_—ù,0,1
2864,10,38,"Do they say that the Messenger has himself composed the Qur'an? Say: 'In that case bring forth just one surah like it and call on all whom you can, except Allah, to help you if you are truthful.",2,24,"But if you do not do this, and you can never do this, then fear the Fire which has been prepared for the disbelievers and which shall have men and stones for fuel.",0,1
2867,10,41,"And if they reject you as false, tell them: 'My deeds are for myself and your deeds for yourselves. You will not be held responsible for my deeds, nor I for your deeds.",60,4,"You have a good example in Abraham and his companions: they said to their people: _—“We totally dissociate ourselves from you, and from the deities that you worship instead of Allah. We renounce you and there has come to be enmity and hatred between us and you until you believe in Allah, the One True God._—ù (But you may not emulate) Abraham's saying to his father: _—“Certainly I will ask pardon for you, although I have no power over Allah to obtain anything on your behalf._—ù (And Abraham and his companions prayed): _—“Our Lord, in You have we put our trust, and to You have we turned, and to You is our ultimate return.",3,1
2868,10,41,"And if they reject you as false, tell them: 'My deeds are for myself and your deeds for yourselves. You will not be held responsible for my deeds, nor I for your deeds.",109,1,Say: _—“O unbelievers!_—ù,1,1
2869,10,41,"And if they reject you as false, tell them: 'My deeds are for myself and your deeds for yourselves. You will not be held responsible for my deeds, nor I for your deeds.",109,2,I do not worship those that you worship,0,1
2870,10,41,"And if they reject you as false, tell them: 'My deeds are for myself and your deeds for yourselves. You will not be held responsible for my deeds, nor I for your deeds.",109,3,neither do you worship Him Whom I worship;,0,1
2871,10,41,"And if they reject you as false, tell them: 'My deeds are for myself and your deeds for yourselves. You will not be held responsible for my deeds, nor I for your deeds.",109,4,nor will I worship those whom you have worshipped;,0,1
2872,10,41,"And if they reject you as false, tell them: 'My deeds are for myself and your deeds for yourselves. You will not be held responsible for my deeds, nor I for your deeds.",109,5,nor are you going to worship Him Whom I worship.,0,1
2873,10,41,"And if they reject you as false, tell them: 'My deeds are for myself and your deeds for yourselves. You will not be held responsible for my deeds, nor I for your deeds.",109,6,"To you is your religion, and to me, my religion.",0,1
2874,10,43,"And of them some look towards you; will you, then, guide the blind, even though they can see nothing?",25,41,"When these people see you, they scoff at you, (saying), ""Is this the man whom Allah has sent as His Messenger?",0,1
2875,10,43,"And of them some look towards you; will you, then, guide the blind, even though they can see nothing?",25,42,"He had almost led us astray from our gods, had we not remained firm in our faith with regard to them. "" The time is not far when they will see the torment and realize who had strayed far from the truth.",0,1
2879,10,45,"(But today they are oblivious of everything except enjoyment of worldly life.) And on the Day when He will muster all men together, they will feel as though they had been in the world no more than an hour of the day to get acquainted with one another. (It will then become evident that) those who called the lie to meeting with Allah were utter losers and were not rightly-directed. underlies this sharp remark is the faint hope that perhaps such people would be shaken out of their slumber.",23,101,"And then no sooner the Trumpet is blown than there will remain no kinship among them that Day, nor will they ask one another.",1,1
2880,10,45,"(But today they are oblivious of everything except enjoyment of worldly life.) And on the Day when He will muster all men together, they will feel as though they had been in the world no more than an hour of the day to get acquainted with one another. (It will then become evident that) those who called the lie to meeting with Allah were utter losers and were not rightly-directed. underlies this sharp remark is the faint hope that perhaps such people would be shaken out of their slumber.",23,112,"Then Allah will ask them: ""For how many years did you stay on earth?""",1,1
2881,10,45,"(But today they are oblivious of everything except enjoyment of worldly life.) And on the Day when He will muster all men together, they will feel as though they had been in the world no more than an hour of the day to get acquainted with one another. (It will then become evident that) those who called the lie to meeting with Allah were utter losers and were not rightly-directed. underlies this sharp remark is the faint hope that perhaps such people would be shaken out of their slumber.",23,113,"They will say: ""We stayed for a day or part of a day. Ask of those who keep count of this.""",2,1
2882,10,45,"(But today they are oblivious of everything except enjoyment of worldly life.) And on the Day when He will muster all men together, they will feel as though they had been in the world no more than an hour of the day to get acquainted with one another. (It will then become evident that) those who called the lie to meeting with Allah were utter losers and were not rightly-directed. underlies this sharp remark is the faint hope that perhaps such people would be shaken out of their slumber.",23,114,"He will say: ""You stayed only for a while, if you only knew that.",2,1
2884,10,45,"(But today they are oblivious of everything except enjoyment of worldly life.) And on the Day when He will muster all men together, they will feel as though they had been in the world no more than an hour of the day to get acquainted with one another. (It will then become evident that) those who called the lie to meeting with Allah were utter losers and were not rightly-directed. underlies this sharp remark is the faint hope that perhaps such people would be shaken out of their slumber.",30,56,"But those who had been endowed with knowledge and faith shall say: _—“According to Allah's Record you have stayed till the Day of Resurrection. Now, this is the Day of Resurrection. But you did not know._—ù",3,1
2885,10,45,"(But today they are oblivious of everything except enjoyment of worldly life.) And on the Day when He will muster all men together, they will feel as though they had been in the world no more than an hour of the day to get acquainted with one another. (It will then become evident that) those who called the lie to meeting with Allah were utter losers and were not rightly-directed. underlies this sharp remark is the faint hope that perhaps such people would be shaken out of their slumber.",70,10,and no bosom friend will enquire about any of his bosom friends,0,1
2886,10,45,"(But today they are oblivious of everything except enjoyment of worldly life.) And on the Day when He will muster all men together, they will feel as though they had been in the world no more than an hour of the day to get acquainted with one another. (It will then become evident that) those who called the lie to meeting with Allah were utter losers and were not rightly-directed. underlies this sharp remark is the faint hope that perhaps such people would be shaken out of their slumber.",70,11,"although they shall be within sight of one another. The guilty one would fain ransom himself from the torment of that Day by offering his children,",0,1
2887,10,45,"(But today they are oblivious of everything except enjoyment of worldly life.) And on the Day when He will muster all men together, they will feel as though they had been in the world no more than an hour of the day to get acquainted with one another. (It will then become evident that) those who called the lie to meeting with Allah were utter losers and were not rightly-directed. underlies this sharp remark is the faint hope that perhaps such people would be shaken out of their slumber.",70,12,"and his spouse and his brother,",0,1
2888,10,45,"(But today they are oblivious of everything except enjoyment of worldly life.) And on the Day when He will muster all men together, they will feel as though they had been in the world no more than an hour of the day to get acquainted with one another. (It will then become evident that) those who called the lie to meeting with Allah were utter losers and were not rightly-directed. underlies this sharp remark is the faint hope that perhaps such people would be shaken out of their slumber.",70,13,"and his kinsfolk who had stood by him,",0,1
2889,10,45,"(But today they are oblivious of everything except enjoyment of worldly life.) And on the Day when He will muster all men together, they will feel as though they had been in the world no more than an hour of the day to get acquainted with one another. (It will then become evident that) those who called the lie to meeting with Allah were utter losers and were not rightly-directed. underlies this sharp remark is the faint hope that perhaps such people would be shaken out of their slumber.",70,14,"and all persons of the earth, if only he could thus save himself.",0,1
2899,10,52,The wrong-doers will then be told: 'Suffer now the abiding chastisement. How else can you be rewarded except according to your deeds?',52,13,On the Day when they shall be thrust into Hell with a violent thrust (and shall be told):,0,1
2900,10,52,The wrong-doers will then be told: 'Suffer now the abiding chastisement. How else can you be rewarded except according to your deeds?',52,14,_—“This is the Hell which you used to give the lie to._—ù,1,1
2901,10,52,The wrong-doers will then be told: 'Suffer now the abiding chastisement. How else can you be rewarded except according to your deeds?',52,15,"Is this, then, any feat of magic or are you unable to see?",0,1
2904,10,53,"They ask you if what you say is true? Tell them: 'Yes, by my Lord, this is altogether true, and you have no power to prevent the chastisement from befalling.'",36,82,"Whenever He wills a thing, He just commands it _—“Be_—ù and it is.",1,1
2911,10,61,"(O Prophet!) Whatever you may be engaged in, whether you recite any portion of the Qur'an, or whatever else all of you are doing, We are witnesses to whatever you may be occupied with. Not even an atom's weight escapes your Lord on the earth or in the heaven, nor is there anything smaller or bigger than that, except that it is on record in a Clear Book.",26,217,"And put your trust in Him Who is Immensely Mighty, Most Compassionate,",0,1
2912,10,61,"(O Prophet!) Whatever you may be engaged in, whether you recite any portion of the Qur'an, or whatever else all of you are doing, We are witnesses to whatever you may be occupied with. Not even an atom's weight escapes your Lord on the earth or in the heaven, nor is there anything smaller or bigger than that, except that it is on record in a Clear Book.",26,218,Who observes you when you rise (to pray),0,1
2913,10,61,"(O Prophet!) Whatever you may be engaged in, whether you recite any portion of the Qur'an, or whatever else all of you are doing, We are witnesses to whatever you may be occupied with. Not even an atom's weight escapes your Lord on the earth or in the heaven, nor is there anything smaller or bigger than that, except that it is on record in a Clear Book.",26,219,and observes your movements among those who prostrate themselves.,0,1
